#GENE	SH26-1095-Vehicle	SH26-1125-TDM1	SH26-1127-TDM1	SH26-1182-Combo	SH26-1196-TDM1	SH26-1226-Combo	SH26-1239-Combo	SH26-1259-Resist	SH26-1261-TAK	SH26-1270-TAK	SH26-1274-TAK	SH26-1275-Resist	SH26-1291-Resist	SH26-1313-Vehicle
Gm20868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20871	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20873	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20878	0	0	0	0	0	0	2	2	0	2	1	0	1	0
Gm20879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20882	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20893	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20895	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20900	26	4	6	6	13	8	19	8	10	8	9	2	8	11
Gm20901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20907	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20915	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20916	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20924	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20925	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20928	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20929	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2093	20	0	18	9	8	0	4	1	9	0	11	0	3	0
Gm20930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20931	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20933	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20936	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20937	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20939	63	13	46	12	19	25	23	15	16	30	20	69	8	31
Gm20940	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm20942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20949	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm20953	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Gm20954	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2098	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2099	1	4	1	0	1	1	1	0	2	2	0	0	0	1
Gm20997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21013	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm21018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2102	0	0	0	0	1	0	0	3	0	0	0	0	0	0
Gm21021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21057	28	7	9	17	5	4	4	6	8	18	16	21	7	0
Gm2106	0	0	4	3	2	2	0	0	0	0	1	4	0	0
Gm21060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21083	0	0	0	0	0	6	1	5	1	0	1	0	2	17
Gm21088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21092	6	12	16	3	6	13	20	8	3	18	14	32	9	2
Gm21093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21149	21	53	10	22	45	14	3	83	7	69	33	40	10	13
Gm2115	27	1	75	21	29	0	6	4	3	24	13	45	4	14
Gm21151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21178	2	3	1	1	0	2	2	2	0	2	2	0	1	0
Gm21180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21188	120	13	45	20	16	7	22	8	5	9	0	7	3	24
Gm21190	0	4	0	1	0	8	9	7	5	0	1	3	3	0
Gm21191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21232	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm21241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21269	0	0	0	0	2	0	0	0	2	0	1	0	1	0
Gm21271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21284	1	0	17	2	2	6	1	3	2	8	2	1	1	0
Gm21285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21321	65	6	46	2	4	4	2	3	2	5	1	0	0	19
Gm21330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21340	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21370	3	0	1	0	0	2	0	0	0	2	1	0	0	0
Gm21378	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21388	0	4	0	1	4	0	0	0	1	0	0	0	0	0
Gm2139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21399	217	182	222	148	192	154	137	160	166	97	170	130	113	207
Gm2140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21411	0	0	0	1	2	0	1	2	0	0	1	5	0	0
Gm21412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21443	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21451	0	0	1	0	3	3	1	2	2	2	1	0	0	0
Gm21454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2147	0	1	0	0	0	0	0	0	0	2	0	1	1	0
Gm21470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21477	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21542	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Gm2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21559	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Gm21560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21569	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2157	1	1	0	0	0	1	1	0	1	0	0	0	0	4
Gm21572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21596	0	1	0	2	1	1	2	3	2	4	2	3	0	4
Gm21599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21614	0	2	0	0	0	0	0	1	0	0	0	0	0	0
Gm21616	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21617	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21631	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Gm21633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2164	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm21642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21650	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21654	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21671	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21691	0	1	3	0	6	3	0	5	1	1	3	12	0	0
Gm21693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21704	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21724	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21729	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21737	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2174	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Gm21740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21741	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21748	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21749	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21754	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Gm21755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21756	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21761	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Gm21762	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm21763	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21767	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21768	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21769	0	5	7	5	4	3	3	3	3	2	14	6	0	0
Gm21771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21772	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21773	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21774	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21778	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21779	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2178	2	1	0	0	0	1	0	0	0	0	0	0	0	2
Gm21780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21781	79	15	44	14	29	52	62	106	54	79	47	114	19	0
Gm21782	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21783	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21791	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21794	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21796	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21798	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm21799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21804	0	0	0	0	0	0	0	0	0	0	0	0	0	0
